Season,Episode,Episode Title,Line,Character,Lines
1,1,Cartman Gets an Anal Probe,250,Cartman,"I would if I could, you son of a bitch! "
1,1,Cartman Gets an Anal Probe,252,Cartman,"Uh—Would you stop going on about your little brother? I know it was just a dream, I know I didn't have an anal probe, and I know that I'm not under alien control! "
1,1,Cartman Gets an Anal Probe,254,Cartman," I love to singa, About the moon-a and the June-a and the Spring-a, I love to sing-a, About a sky of blue-a or a tea for two-a...   "
1,1,Cartman Gets an Anal Probe,258,Cartman,"Ah, son of a bitch! "
1,1,Cartman Gets an Anal Probe,259,Cartman,"You guys, shut up. I'm not under alien control. "
1,1,Cartman Gets an Anal Probe,262,Cartman,Uh... 
1,1,Cartman Gets an Anal Probe,265,Cartman,Hey... 
1,1,Cartman Gets an Anal Probe,267,Cartman,"Ow! [Faces Kyle.] That hurts, you buttlicker! "
1,1,Cartman Gets an Anal Probe,284,Cartman,No! 
1,1,Cartman Gets an Anal Probe,286,Cartman,He's not dead. 
1,1,Cartman Gets an Anal Probe,290,Cartman,"Shut up, you guys. "
1,1,Cartman Gets an Anal Probe,293,Cartman,"God damn it, I didn't have an anal probe! [He walks off.] Screw you guys, I'm goin' home. "
1,1,Cartman Gets an Anal Probe,295,Cartman,[Off screen.] Dildo! 
1,1,Cartman Gets an Anal Probe,305,Cartman,"Hi, Mom. "
1,1,Cartman Gets an Anal Probe,307,Cartman,"Well, I'm pissed off! "
1,1,Cartman Gets an Anal Probe,309,Cartman,I don't want powdered donut pancake surprise. All the kids at school call me fat! 
1,1,Cartman Gets an Anal Probe,311,Cartman,That's what I said. 
1,1,Cartman Gets an Anal Probe,313,Cartman,No! 
1,1,Cartman Gets an Anal Probe,315,Cartman,"No, leave me alone mom! [He walks past her.] "
1,1,Cartman Gets an Anal Probe,317,Cartman,"[He stops in his tracks.] What? Well, that does sound pretty good. "
1,1,Cartman Gets an Anal Probe,319,Cartman,"Uh, Mom? "
1,1,Cartman Gets an Anal Probe,321,Cartman,"If anybody calls or comes over, I'm not here, okay? "
1,1,Cartman Gets an Anal Probe,324,Cartman,"Yeah, I want Cheesy Poofs. "
1,1,Cartman Gets an Anal Probe,344,Cartman,"Hey, that kind of looks like... Tom Selleck. "
1,1,Cartman Gets an Anal Probe,348,Cartman,"No, Kitty, this is mah pot pie. "
1,1,Cartman Gets an Anal Probe,350,Cartman,"No, Kitty, that's a bad kitt--! "
1,1,Cartman Gets an Anal Probe,352,Cartman,"No, Kitty, it's mah pot pie! "
1,1,Cartman Gets an Anal Probe,354,Cartman,Mom! Kitty's being a dildo! 
1,1,Cartman Gets an Anal Probe,357,Cartman,[Confused.] What? 
1,1,Cartman Gets an Anal Probe,371,Cartman,"No, Kitty, you can't have any! "
1,1,Cartman Gets an Anal Probe,373,Cartman,"No, Kitty, this is mah pot pie! Bad Kitty--! "
1,1,Cartman Gets an Anal Probe,375,Cartman,"Eh, 'scuse me, Kitty. "
1,1,Cartman Gets an Anal Probe,378,Cartman,"Dude, weak mom. "
1,1,Cartman Gets an Anal Probe,380,Cartman,"I can't, my mom said... "
1,1,Cartman Gets an Anal Probe,382,Cartman,"[Quietly.] But mom, I don't want to spend time with my little friends-- "
1,1,Cartman Gets an Anal Probe,384,Cartman,God damn it! 
1,1,Cartman Gets an Anal Probe,387,Cartman,"You guys, I have to get home. "
1,1,Cartman Gets an Anal Probe,390,Cartman,"Oh, man, this sucks. "
1,1,Cartman Gets an Anal Probe,393,Cartman,[Cartman farts fire.] Ow! 
1,1,Cartman Gets an Anal Probe,396,Cartman,"Really? Uh, I don't think I have to fart anymore tonight. "
1,1,Cartman Gets an Anal Probe,399,Cartman,I don't wanna. 
1,1,Cartman Gets an Anal Probe,402,Cartman,"Okay, that's does it! Now listen! Why is it that everything today has involved things either going in or coming out of my ass?! "
1,1,Cartman Gets an Anal Probe,404,Cartman,I'm sick of it! It's completely immature. 
1,1,Cartman Gets an Anal Probe,409,Cartman,You guys can't scare me! I know you're making it all up. 
1,1,Cartman Gets an Anal Probe,411,Cartman,"Sure, you guys, what-ever. "
1,1,Cartman Gets an Anal Probe,416,Cartman,"You guys, I am seriously getting pissed off right now! I know there is no such things as aliens! "
1,1,Cartman Gets an Anal Probe,418,Cartman,"Oh, God damn it! "
1,1,Cartman Gets an Anal Probe,444,Cartman,What the hell are they talking about? 
1,1,Cartman Gets an Anal Probe,456,Cartman,"You guys, get me down from here! "
1,1,Cartman Gets an Anal Probe,458,Cartman,Ow! Help! Sons o' bitches! Dildos! 
1,1,Cartman Gets an Anal Probe,498,Cartman,Puh! 
1,1,Cartman Gets an Anal Probe,501,Cartman,"Ah, man, I had this crazy nightmare last night. "
1,1,Cartman Gets an Anal Probe,503,Cartman,"Well, I was standing out in a field, and I had this huge satellite dish sticking out of my butt. And then there was... hundreds of cows and aliens, and then I went up on the ship and Scott Baio gave me pinkeye. "
1,1,Cartman Gets an Anal Probe,505,Cartman,"[Sarcastically.] Oh right, [Matter of factly.] why don't I have pinkeye then? "
1,1,Cartman Gets an Anal Probe,507,Cartman,"Ahh, son of a bitch! "
1,2,Weight Gain 4000,511,Cartman,"Ugh, I hate those things. "
1,2,Weight Gain 4000,514,Cartman,"Well, you know, you'll just be sitting there, minding your own business, and they'll come, marching in and crawl up your leg and start biting the inside of your ass, and you'll be all like: ""HEY! GET OUT OF MY ASS YOU STUPID RAINBOWS!"" [Silence.] "
1,2,Weight Gain 4000,516,Cartman,"I'm talking about rainbows, I hate those friggin' things! "
1,2,Weight Gain 4000,518,Cartman,"Ohh, rainbows. Oh yeah, I like those, those are cool. "
1,2,Weight Gain 4000,520,Cartman,"Huh? Oh, nothing, forget it. "
1,2,Weight Gain 4000,522,Cartman,Nothing..! 
1,2,Weight Gain 4000,528,Cartman,What? 
1,2,Weight Gain 4000,530,Cartman,Kick ass! 
1,2,Weight Gain 4000,532,Cartman,"Yeah I do, Pop-Tarts are frosted. "
1,2,Weight Gain 4000,535,Cartman,"Oh, you know, this and that. "
1,2,Weight Gain 4000,539,Cartman,"There you see, you shouldn't have written a paper about dolphins. Dolphins are stupid. "
1,2,Weight Gain 4000,541,Cartman,"Buh, hah, right, if they're so damn smart, how come they get caught in those fishing nets all the time? "
1,2,Weight Gain 4000,562,Cartman,"You guys, guess what? After I'm on television, I'm gonna be totally famous. "
1,2,Weight Gain 4000,570,Cartman,Hey! 
1,2,Weight Gain 4000,606,Cartman,That kid is me. 
1,2,Weight Gain 4000,617,Cartman,Me! Eric Cartman! 
1,2,Weight Gain 4000,619,Cartman,"Yes ma'am. [Sings.] I'm gonna be on television, I'm gonna be on television.   "
1,2,Weight Gain 4000,621,Cartman,"[Still singing.] ...I'm gonna be on television, I'm gonna be on television...   "
1,2,Weight Gain 4000,623,Cartman,"Egh, stop defending your little girlfriend for writing about some stupid fish. "
1,2,Weight Gain 4000,625,Cartman,Intelligent and friendly on rye bread with some mayonnaise. 
1,2,Weight Gain 4000,627,Cartman,"If they're so smart, why do they live in igloos? "
1,2,Weight Gain 4000,629,Cartman,"Dolphins, Eskimos, who cares?! It's all a bunch of tree hugging hippie crap! "
1,2,Weight Gain 4000,631,Cartman,I can't. I have to go home and get in shape. 
1,2,Weight Gain 4000,633,Cartman,"Screw you, hippie! "
1,2,Weight Gain 4000,637,Cartman,"Yeah, I only weigh 90 pounds. "
1,2,Weight Gain 4000,639,Cartman,Yes! 
1,2,Weight Gain 4000,641,Cartman,Beefcake! 
1,2,Weight Gain 4000,643,Cartman,Beefcake! 
1,2,Weight Gain 4000,647,Cartman,"Mom, can you get me some Weight Gain 4000? "
1,2,Weight Gain 4000,649,Cartman,"But mom, I need it for tomorrow. "
1,2,Weight Gain 4000,651,Cartman,"[Shrieking.] Mm-mo-om, Ah-ee née-eed suh-ome Weight Gain Four Thousaaand! I need iiit! "
1,2,Weight Gain 4000,665,Cartman,Hey dudes. 
1,2,Weight Gain 4000,667,Cartman,"Listen! I have a nice body and I want to show it off, you got that? "
1,2,Weight Gain 4000,669,Cartman,"I'm up to 94, thank you very much. "
1,2,Weight Gain 4000,673,Cartman,"Laugh all you want, I'm the one who's gonna be on TV, looking all buff. "
1,2,Weight Gain 4000,676,Cartman,"Weight Gain 4000, it's helping me bulk up. "
1,2,Weight Gain 4000,679,Cartman,Ey! I don't have to take that kind of crap from you scrawny weaklings! 
1,2,Weight Gain 4000,681,Cartman,"Eh, eh. Sweet. Check me out, I'm such a beefcake I can't even get through the door. Eh. "
1,2,Weight Gain 4000,728,Cartman,"Yeah, I'm really starting to fill out nicely. "
1,2,Weight Gain 4000,730,Cartman,I'm not fat! I'm getting in shape! 
1,2,Weight Gain 4000,732,Cartman,"No they don't, you jealous weakling! "
1,2,Weight Gain 4000,734,Cartman,Hey! 
1,2,Weight Gain 4000,736,Cartman,"Oh look, another hippie. "
1,2,Weight Gain 4000,738,Cartman,"Peace, Wendy. "
1,2,Weight Gain 4000,740,Cartman,"Oooh,  Two little hippies sit'n' in a tree...   "
1,2,Weight Gain 4000,743,Cartman, ...K I S S I N G. First comes the baby and...   
1,2,Weight Gain 4000,781,Cartman,This is sweet. Camera crews are setting up and I'm looking totally ripped. Beefcake. Beefcaaake! 
1,2,Weight Gain 4000,786,Cartman,"Oh no you don't, you're not going to ruin my moment of fame. "
1,2,Weight Gain 4000,788,Cartman,"You got to get over this whole jealousy thing. Eihh, seriously. Just face it, I wrote a better paper than you. "
1,2,Weight Gain 4000,826,Cartman,"Cartman, God damn it. "
1,2,Weight Gain 4000,838,Cartman,"Here it is, my big moment of fame. "
1,2,Weight Gain 4000,862,Cartman,Hey! Wait a minute! When do I get to be on television? 
1,2,Weight Gain 4000,864,Cartman,[Whining.] But I won the environmental essay contest. 
1,2,Weight Gain 4000,898,Cartman,When is this going to be on the air? 
1,2,Weight Gain 4000,900,Cartman,"Follow your dreams, you can reach your goals; I'm living proof. Beefcake. Beefcaaake! "
1,3,Volcano,907,Cartman,"Okay, Mom. "
1,3,Volcano,916,Cartman,"Dude, that's sick mom. "
1,3,Volcano,919,Cartman,"Drive, Drive! "
1,3,Volcano,921,Cartman,"Drive the car damn-it, drive! "
1,3,Volcano,924,Cartman,"Shut up, I'm not scared of nothing. "
1,3,Volcano,928,Cartman,"You piece of crap, I'll kill you! "
1,3,Volcano,931,Cartman,Eeeeenh! 
1,3,Volcano,942,Cartman,"Hey, I didn't get a gun. "
1,3,Volcano,944,Cartman,Sweet. This is like the gun I used in 'Nam 
1,3,Volcano,948,Cartman,"Hey, I'll blow your friggin' head off. "
1,3,Volcano,953,Cartman,My mom says there's a lot of black people in Africa. 
1,3,Volcano,960,Cartman,Democrats piss me off! 
1,3,Volcano,966,Cartman,Kickass!! 
1,3,Volcano,975,Cartman,"Ah, dude! I'm starting to have flashbacks. "
1,3,Volcano,977,Cartman,"Danforth, pull up flank! Look out for Charlies- up in the trees! "
1,3,Volcano,985,Cartman,"I got your back, soldier. "
1,3,Volcano,994,Cartman,"Yeah hippie, go back to Woodstock if you can't shoot anything. "
1,3,Volcano,996,Cartman,I can shoot you too! 
1,3,Volcano,998,Cartman,I'll fill you full of lead! 
1,3,Volcano,1010,Cartman,My weenies won't cook. 
1,3,Volcano,1022,Cartman,"Hey you guys, this works pretty good right meah. "
1,3,Volcano,1054,Cartman,"Heh, tha-that's not scary. "
1,3,Volcano,1056,Cartman,"Shut up, I didn't pee in my pants! "
1,3,Volcano,1062,Cartman,"Hey, you would taste my pee! "
1,3,Volcano,1069,Cartman,Hey you guys. I know a scary story. 
1,3,Volcano,1072,Cartman,Oh yeah? Have you guys ever heard of [He turns his flashlight on his face for dramatic effect.] Scuzzlebutt? 
1,3,Volcano,1074,Cartman,"Scuzzlebutt is a creature that lives up on this very mountain, and kills anybody who dares climb to the top. "
1,3,Volcano,1076,Cartman,"Because, it loves the taste of blood, and likes to add pieces to its deformed body. "
1,3,Volcano,1078,Cartman,"Well, on his left arm, instead of a hand, he has... "
1,3,Volcano,1081,Cartman,No! A piece of celery. 
1,3,Volcano,1083,Cartman,"Yeah, and he walks with a limp. Because one of his legs is missing. And where his leg should be, there's nothing but...Patrick Duffy. "
1,3,Volcano,1085,Cartman,"What do you mean? Have you ever seen Step By Step? [Silence.] So he lives alone on this mountain, and weaves baskets, and other assorted crafts. They say that on quiet nights you can hear him weaving his baskets. Tashink ...tashink ...tashink. "
1,3,Volcano,1093,Cartman,"Hey, it might be! "
1,3,Volcano,1096,Cartman,Screw you guys! ...Go to Hell! 
1,3,Volcano,1100,Cartman,They don't think Scuzzlebutt is scary huh? Let's see how they like it when they actually see Scuzzlebutt! I'll scare the hell out of 'em tomorrow! 
1,3,Volcano,1152,Cartman,"I am Scuzzlebutt, Lord of the Mountains. Behold my Patrick Duffy leg. "
1,3,Volcano,1158,Cartman,[To himself.] Heheh. Those guys are totally scared. 
1,3,Volcano,1161,Cartman,Holy crap! 
1,3,Volcano,1164,Cartman,What the hell is wrong with you people?! 
1,3,Volcano,1167,Cartman,"Hey, wait, aah! "
1,3,Volcano,1179,Cartman,"You guys, it's just me. "
1,3,Volcano,1183,Cartman,"Eh, gotta get out of this stupid costume. "
1,3,Volcano,1189,Cartman,"You guys, you guys, I was just kidding! "
1,3,Volcano,1209,Cartman,"Hey, seriously you guys! "
1,3,Volcano,1214,Cartman,Hey! 
1,3,Volcano,1216,Cartman,"Goddammit, don't shoot me! "
1,3,Volcano,1218,Cartman,"I was just trying to scare you guys, you can put the guns down now. "
1,3,Volcano,1247,Cartman,Help! 
1,3,Volcano,1250,Cartman,What?! Scuzzlebutt's real?! 
1,3,Volcano,1307,Cartman,"Yeah, cartoons kick ass! [All three leave.] "
1,4,Big Gay Al's Big Gay Boat Ride,1316,Cartman,"Eh. You're making me sick, dude. "
1,4,Big Gay Al's Big Gay Boat Ride,1318,Cartman,No way. Everybody knows that Sylvester is the toughest dog in South Park. 
1,4,Big Gay Al's Big Gay Boat Ride,1321,Cartman,"Oh yeah? Let's see. Hey, Sylvester! "
1,4,Big Gay Al's Big Gay Boat Ride,1324,Cartman,I'll put a dollar on Sylvester. 
1,4,Big Gay Al's Big Gay Boat Ride,1329,Cartman,"Huh. He's doing something to his ass. He's not kicking his ass, but he's definitely doing something to his ass. "
1,4,Big Gay Al's Big Gay Boat Ride,1333,Cartman,"Yeah dude, I think your dog is gay. "
1,4,Big Gay Al's Big Gay Boat Ride,1335,Cartman,That dog is a gay homosexual. 
1,4,Big Gay Al's Big Gay Boat Ride,1343,Cartman, Stan's dog's a homo. Stan's dog's a homo.   
1,4,Big Gay Al's Big Gay Boat Ride,1348,Cartman,What's homecoming? 
1,4,Big Gay Al's Big Gay Boat Ride,1389,Cartman,There he goes again. 
1,4,Big Gay Al's Big Gay Boat Ride,1391,Cartman,Stan forgot to mention that his dog is a gay homosexual. 
1,4,Big Gay Al's Big Gay Boat Ride,1401,Cartman,"...and so you see, Simon & Simon were not brothers in real life, only on television. "
1,4,Big Gay Al's Big Gay Boat Ride,1403,Cartman,"Ah, dammit! "
1,4,Big Gay Al's Big Gay Boat Ride,1411,Cartman,Eeyy! 
1,4,Big Gay Al's Big Gay Boat Ride,1413,Cartman,"Wait a minute, why the hell does he get an A-? "
1,4,Big Gay Al's Big Gay Boat Ride,1415,Cartman,That's not fair! 
1,4,Big Gay Al's Big Gay Boat Ride,1417,Cartman,Stupid puppet. 
1,4,Big Gay Al's Big Gay Boat Ride,1430,Cartman,You guys see me block that defense today? I was kicking ass. 
1,4,Big Gay Al's Big Gay Boat Ride,1432,Cartman,"Hey, speaking of pounding ass, here comes Stan's little homo dog. "
1,4,Big Gay Al's Big Gay Boat Ride,1437,Cartman,"Man, that is the gayest dog I have ever seen. "
1,4,Big Gay Al's Big Gay Boat Ride,1448,Cartman,He still looks pretty gay to me. 
1,4,Big Gay Al's Big Gay Boat Ride,1480,Cartman,There he goes! 
1,4,Big Gay Al's Big Gay Boat Ride,1487,Cartman,"No way dude, my mom says God hates gay people. That's why he smote the sodomies in France. "
1,4,Big Gay Al's Big Gay Boat Ride,1508,Cartman,"Oh, Marty's Movie Reviews are on, kick ass! "
1,4,Big Gay Al's Big Gay Boat Ride,1565,Cartman,Maybe he went shopping for some leather pants. [Stan punches him] Ow! 
1,4,Big Gay Al's Big Gay Boat Ride,1578,Cartman,Did you check the shopping ma- [Stan punches him] Ow! 
1,4,Big Gay Al's Big Gay Boat Ride,1642,Cartman,We'll just see about that. 
1,4,Big Gay Al's Big Gay Boat Ride,1648,Cartman,No I didn't. That was just my shoes. 
1,4,Big Gay Al's Big Gay Boat Ride,1654,Cartman,"That's right, you get back there. "
1,4,Big Gay Al's Big Gay Boat Ride,1811,Cartman,"Stan, you need to lay off the cough syrup, alright, seriously. I'm worried about you man. "
1,5,An Elephant Makes Love to a Pig,1834,Cartman,"Hey Stan, where'd you get that black eye? "
1,5,An Elephant Makes Love to a Pig,1836,Cartman,"Your sister beat you up again, huh? "
1,5,An Elephant Makes Love to a Pig,1838,Cartman,"Eheh, you know, heh, your sister kicked your ass. "
1,5,An Elephant Makes Love to a Pig,1841,Cartman,"I would never let a woman kick my ass. If she tried anything, I'd be like, ""hey, you get your bitch ass back in the kitchen, and make me some pie!"" "
1,5,An Elephant Makes Love to a Pig,1843,Cartman,"Be a man Stan. Just say, ""Hey woman, ye-you shut your mouth and make babies."" "
1,5,An Elephant Makes Love to a Pig,1853,Cartman,That's why my mom got me a pot-bellied pig. Cause its poop is small. 
1,5,An Elephant Makes Love to a Pig,1863,Cartman,"[Entering.] If a woman ever gave me crap, I'd say, ""Hey, you go do my laundry and-"" "
1,5,An Elephant Makes Love to a Pig,1865,Cartman,[Stung.] Yes ma'am. 
1,5,An Elephant Makes Love to a Pig,1891,Cartman,"Ehh, you leave Fluffy out of this! "
1,5,An Elephant Makes Love to a Pig,1893,Cartman,"You're not using any of Fluffy's blood, or else I'll kick you in the nuts. Kyle, Kyle no! "
1,5,An Elephant Makes Love to a Pig,1925,Cartman,Nobody's splicin' nothing from Fluffy! 
1,5,An Elephant Makes Love to a Pig,1929,Cartman,"Yeah, if some sissy chick tried to kick my ass, I'd be all like, ""Hey, listen, missy, eh, yewhy don't you go knit me sweater before I slap you in the face!"" "
1,5,An Elephant Makes Love to a Pig,1936,Cartman,"[A bit wary.] Well, looks like nobody's home. Guess we should come back some other time. "
1,5,An Elephant Makes Love to a Pig,1938,Cartman,"It's okay Fluffy, I won't let them hurt you. "
1,5,An Elephant Makes Love to a Pig,1941,Cartman,"Baby?! Well, at least I don't get my ass kicked by a girl! "
1,5,An Elephant Makes Love to a Pig,1943,Cartman,Hey! I'm taking my pig and...Screw you guys! I'm going home! This whole idea's stupid anyway. 
1,5,An Elephant Makes Love to a Pig,1945,Cartman,Hey! Why don't you go back to San Francisco with the rest of the Jews?! 
1,5,An Elephant Makes Love to a Pig,1947,Cartman,I'll kick you in the nuts! 
1,5,An Elephant Makes Love to a Pig,1957,Cartman,"Eh, it's okay Fluffy, nobody's going to hurt you. "
1,5,An Elephant Makes Love to a Pig,1964,Cartman,"Heyyy, these bunny ears are tied on with little strings. "
1,5,An Elephant Makes Love to a Pig,1970,Cartman,You can keep your hands off of Fluffy's ass! 
1,5,An Elephant Makes Love to a Pig,1979,Cartman,Come on Fluffy! 
1,5,An Elephant Makes Love to a Pig,1984,Cartman,UUuuhh. I sure am hungry. 
1,5,An Elephant Makes Love to a Pig,1988,Cartman,"Go away, Pip! Nobody likes you! "
1,5,An Elephant Makes Love to a Pig,1991,Cartman,"God Damnit, would you shut the hell up?! Nobody gives a rat's ass. "
1,5,An Elephant Makes Love to a Pig,1995,Cartman,"Gah, French people piss me off. "
1,5,An Elephant Makes Love to a Pig,2007,Cartman,Ugh!... Hey! I'll kick your ass! 
1,5,An Elephant Makes Love to a Pig,2024,Cartman,Whaaat?! 
1,5,An Elephant Makes Love to a Pig,2026,Cartman,I don't think my pig would want to make love to that stupid elephant. 
1,5,An Elephant Makes Love to a Pig,2034,Cartman,Why? Is your sister gonna kick your ass again? 
1,5,An Elephant Makes Love to a Pig,2038,Cartman,"Yeah, if some girl tried to kick my ass, I'd be like, ""hey, why don't you stop dressin' me up like a mailman, annnd making me dance for you while you go and smoke crack in your bedroom and have sex with some guy I don't even know, on my dad's bed!"" "
1,5,An Elephant Makes Love to a Pig,2041,Cartman,"I'm just saying you're just a little wuss, that's all. "
1,5,An Elephant Makes Love to a Pig,2046,Cartman,"No, you don't gotta get Cartman's pig! You leave Fluffy out of this! "
1,5,An Elephant Makes Love to a Pig,2048,Cartman,"Kyle no, seriously. No fuckin' elephant is going to make love to my Fluffy, I... Kyle, I will kick you in the nnnnuts. "
1,5,An Elephant Makes Love to a Pig,2093,Cartman,Fluffy! 
1,5,An Elephant Makes Love to a Pig,2129,Cartman,"Well, good job Einstein, why don't we just build a rocket in the meantime? "
1,5,An Elephant Makes Love to a Pig,2131,Cartman,Hey! 
1,5,An Elephant Makes Love to a Pig,2221,Cartman,I ain't helpin' crap! I want to eat some paeh. 
1,5,An Elephant Makes Love to a Pig,2223,Cartman,"Oh yeah, watch me. [Zips away.] "
1,5,An Elephant Makes Love to a Pig,2257,Cartman,"Hey, it kind of looks like Mr. Garrison. "
1,5,An Elephant Makes Love to a Pig,2261,Cartman,That'll do pig. 
1,6,Death,2337,Cartman,"Ha, ha, ha, that's sweet! "
1,6,Death,2339,Cartman,That's a bunch of crap! Kyle's mom is a dirty Jew! 
1,6,Death,2350,Cartman,That's for your stupid mother! She made me miss Terrance & Phillip last night! 
1,6,Death,2353,Cartman,"Why does this happen every month? It seems like, right around the same time every month, Kyle's mom gets a hair up her ass about something and I always end up getting screwed by it! "
1,6,Death,2355,Cartman,"[Tauntingly.] Oh, gee, I wonder who's mother that could have been? "
1,6,Death,2381,Cartman,What? 
1,6,Death,2395,Cartman,"Hey, maybe we can get him to Kyle's mom! "
1,6,Death,2402,Cartman,Man! I can't believe we're gonna miss Terrance & Phillip today. I think I'm already having withdrawal. 
1,6,Death,2407,Cartman,"Just kill 'im dude, maybe he'll give you some money. "
1,6,Death,2419,Cartman,"Yeah, like assisted suicide. What about that? "
1,6,Death,2446,Cartman,I would never kill somebody... not unless the piss me off. 
1,6,Death,2449,Cartman,What! 
1,6,Death,2453,Cartman,Hey! 
1,6,Death,2455,Cartman,You piece of crap! I'll kill you! 
1,6,Death,2459,Cartman,Don't talk about my mom like that! 
1,6,Death,2463,Cartman,"Ah, I can't believe that son of a bitch! "
1,6,Death,2465,Cartman,"Oooh, Snacky Cakes, god dang. "
1,6,Death,2499,Cartman,"Hey you guys, Terrance & Phillip is on! "
1,6,Death,2502,Cartman,"Yeah, just cause your mom is a stupid bitch doesn't mean the whole world has to suffer. "
1,6,Death,2504,Cartman,"Oh, biiitch. "
1,6,Death,2506,Cartman,Your—mom—is--a--bi-bi-bii-biittchh. 
1,6,Death,2510,Cartman,"Uh oh, I bet I know what's coming. "
1,6,Death,2515,Cartman,"Dude, he's gonna fart on his head again. "
1,6,Death,2518,Cartman,"Hey, you're gonna miss it, Kenny. "
1,6,Death,2525,Cartman,"Hurry up Kenny, you're gonna miss the fart. "
1,6,Death,2579,Cartman,I don't know. 
1,6,Death,2619,Cartman,Why don't we just shoot him? 
1,6,Death,2657,Cartman,"Aaaah, runrunruuun! "
1,6,Death,2686,Cartman,"Ehh, eh, ehhhh! "
1,6,Death,2733,Cartman,"Uh oh, don't look there, Phillip, you're gonna get farted on. "
1,6,Death,2764,Cartman,"You son of a bitch, your mom sucks! "
1,6,Death,2768,Cartman,"Ohhh, God, No! "
1,6,Death,2779,Cartman,My uncle says that smoking crack is kinda cool. 
1,6,Death,2782,Cartman,Yeah! 
1,7,Pinkeye,2801,Cartman,What the hell is that thing? 
